BATCH,ACADEMIC YEAR,REGULATION,DEPARTMENT,SEM,COURSE CODE,COURSE NAME,CREDITS
2021 - 2025,2023 - 2024,2021,B.E. Mechanical Engineering,6,CME387,Non-traditional Machining Processes,3.0
2021 - 2025,2023 - 2024,2021,B.E. Mechanical Engineering,6,OCS352,IoT Concepts and Applications,3.0
2021 - 2025,2023 - 2024,2021,B.E. Mechanical Engineering,6,MX3089,Industrial Safety,0.0
2021 - 2025,2023 - 2024,2021,B.E. Mechanical Engineering,6,ME3681,CAD/CAM Laboratory,2.0
2021 - 2025,2023 - 2024,2021,B.E. Mechanical Engineering,6,ME3682,Heat Transfer Laboratory,2.0
2021 - 2025,2023 - 2024,2021,B.E. Mechanical Engineering,6,SB8058,Manufacturing of Mechanical Components Using CNC Turning / Milling,2.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,7,ME3791,Mechatronics and IoT,3.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,7,ME3792,Computer Integrated Manufacturing,3.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,7,GE3791,Human Values and Ethics,2.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,7,GE3792,Industrial Management,3.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,7,OIM353,Production Planning and Control,3.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,7,OCS351,Artificial Intelligence and Machine Learning Fundamentals,3.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,7,ME3781,Mechatronics and IoT Laboratory,2.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,7,ME3711,Summer Internship,1.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,7,NM1039*,IIOT in CNC Machining,0.0
2021 - 2025,2024 - 2025,2021,B.E. Mechanical Engineering,8,ME3811,Project Work / Internship,10.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,IP3151,Induction Programme,0.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,HS3151,Professional English - I,4.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,MA3151,Matrices and Calculus,4.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,PH3151,Engineering Physics,3.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,CY3151,Engineering Chemistry,3.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,GE3151,Problem Solving and Python Programming,3.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,BS3171,Physics and Chemistry Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,1,GE3172,English Laboratory,1.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,2,HS3251,Professional English - II,4.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,2,MA3251,Statistics and Numerical Methods,4.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,2,PH3259,Applied Materials Science,3.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,2,BE3253,"Basic Electrical, Electronics Engineering and Measurements",3.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,2,GE3251,Engineering Graphics,4.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,2,GE3252,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,2,GE3271,Engineering Practices Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,2,BE3273,"Basic Electrical, Electronics Engineering and Measurements Laboratory",2.0
2021 - 2025,2021 - 2022,2021,B.E. Robotics and Automation,2,GE3272,Communication Laboratory / Foreign Language,2.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,3,MA3351,Transforms and Partial Differential Equations,4.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,3,ME3351,Engineering Mechanics,3.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,3,MR3351,Fluid Mechanics and Thermal Systems,4.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,3,MR3391,Digital Electronics and Microprocessor,3.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,3,MR3392,Electrical Drives and Actuators,3.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,3,RA3301,Robot Kinematics,3.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,3,MR3361,Electrical Drives and Actuators Laboratory,2.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,3,RA3311,Robot Modelling and Simulation Laboratory,2.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,3,GE3361,Professional Development,1.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,ME3493,Manufacturing Technology,3.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,RA3401,Design of Robot Elements,3.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,MR3491,Sensors and Instrumentation,3.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,MR3452,Control Systems Engineering,4.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,MR3591,Fluid Power Systems and Industrial Automation,3.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,GE3451,Environmental Sciences and Sustainability,2.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,ME3382,Manufacturing Technology Laboratory,2.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,MR3461,Sensors and Instrumentation Laboratory,2.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,SB8024,Block Chain Development,2.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,SB8025,Digital Marketing,2.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,SB8026,Robotic Process Automation Development,2.0
2021 - 2025,2022 - 2023,2021,B.E. Robotics and Automation,4,SB8020,Product Design and Manufacturing - 3D Surface Modelling,2.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,5,MR3492,Embedded Systems and Programming,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,5,RA3501,Robot Path Planning and Programming,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,5,CME396,Process Planning and Cost Estimation,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,5,CMR332,Advanced Manufacturing Systems,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,5,CMR358,Computer Architecture and Organisation,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,5,CMR354,Integrated Product Development,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,5,MX3084,Disaster Risk Reduction and Management,0.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,5,MR3561,Industrial Automation Laboratory,2.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,5,SB3002,Employability Skills: Basics,2.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,6,RA3601,Robot Dynamics and Control,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,6,OCS352,IoT Concepts and Applications,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,6,CAE347,Avionics,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,6,CAE348,Control Engineering,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,6,CMR333,Computer Aided Inspection and Testing,3.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,6,MX3089,Industrial Safety,0.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,6,RA3611,Robot Kinematics and Dynamics Laboratory,2.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,6,RA3612,Mini Project,1.0
2021 - 2025,2023 - 2024,2021,B.E. Robotics and Automation,6,SB8058,Manufacturing of Mechanical Components Using CNC Turning / Milling,2.0
2021 - 2025,2024 - 2025,2021,B.E. Robotics and Automation,7,RA3701,Robotic Vision and Intelligence,3.0
2021 - 2025,2024 - 2025,2021,B.E. Robotics and Automation,7,RA3702,Mobile Robotics,3.0
2021 - 2025,2024 - 2025,2021,B.E. Robotics and Automation,7,GE3791,Human Values and Ethics,2.0
2021 - 2025,2024 - 2025,2021,B.E. Robotics and Automation,7,GE3752,Total Quality Management,3.0
2021 - 2025,2024 - 2025,2021,B.E. Robotics and Automation,7,OCS351,Artificial Intelligence and Machine Learning Fundamentals,3.0
2021 - 2025,2024 - 2025,2021,B.E. Robotics and Automation,7,OIM352,Management Science,3.0
2021 - 2025,2024 - 2025,2021,B.E. Robotics and Automation,7,RA3711,Robotic Vision and Intelligence Laboratory,2.0
2021 - 2025,2024 - 2025,2021,B.E. Robotics and Automation,7,NM1039*,IIOT in CNC Machining,0.0
2021 - 2025,2024 - 2025,2021,B.E. Robotics and Automation,8,RA3811,Project Work/ Internship,10.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,IP3151,Induction Programme,0.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,HS3151,Professional English - I,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,MA3151,Matrices and Calculus,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,PH3151,Engineering Physics,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,CY3151,Engineering Chemistry,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,GE3151,Problem Solving and Python Programming,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,GE3152,தமிழர்மரபு / Heritage of Tamils,1.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,BS3171,Physics and Chemistry Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,1,GE3172,English Laboratory,1.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,HS3251,Professional English - II,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,MA3251,Statistics and Numerical Methods,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,PH3256,Physics for Information Science,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,BE3251,Basic Electrical and Electronics Engineering,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,GE3251,Engineering Graphics,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,AD3251,Data Structures Design,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,GE3252,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,GE3271,Engineering Practices Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,AD3271,Data Structures Design Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.Tech. Artificial Intelligence and Data Science,2,GE3272,Communication Laboratory / Foreign Language,2.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,3,MA3354,Discrete Mathematics,4.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,3,CS3351,Digital Principles and Computer Organization,4.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,3,AD3391,Database Design and Management,3.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,3,AD3351,Design and Analysis of Algorithms,4.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,3,AD3301,Data Exploration and Visualization,4.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,3,AL3391,Artificial Intelligence,3.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,3,AD3381,Database Design and Management Laboratory,1.5
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,3,AD3311,Artificial Intelligence Laboratory,1.5
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,3,GE3361,Professional Development,1.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,AL3451,Machine Learning,3.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,AL3452,Operating Systems,4.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,AD3491,Fundamentals of Data Science and Analytics,3.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,CS3591,Computer Networks,4.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,GE3451,Environmental Sciences and Sustainability,2.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,MA3391,Probability and Statistics,4.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,AD3411,Data Science and Analytics Laboratory,2.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,AD3461,Machine Learning Laboratory,2.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,SB8023,"Foundations for Al, ML, FS",2.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,SB8021,Network Essentials,2.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,SB8024,Block Chain Development,2.0
2021 - 2025,2022 - 2023,2021,B.Tech. Artificial Intelligence and Data Science,4,SB8025,Digital Marketing,2.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,AD3501,Deep Learning,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,CW3551,Data and Information Security,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,CS3551,Distributed Computing,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,CCS334,Big Data Analytics,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,CCS335,Cloud Computing,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,CCS340,Cyber Security,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,MX3084,Disaster Risk Reduction and Management,0.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,AD3511,Deep Learning Laboratory,2.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,AD3512,Summer Internship,2.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,5,SB3001,Project Based Experiential Learning Program,2.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,6,CS3691,Embedded Systems and IoT,4.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,6,CCS352,Multimedia and Animation,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,6,CCW331,Business Analytics,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,6,CCS354,Network Security,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,6,CCS358,Principles of Programming Languages,3.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,6,MX3089,Industrial Safety,0.0
2021 - 2025,2023 - 2024,2021,B.Tech. Artificial Intelligence and Data Science,6,SB8015,Cybersecurity Essentials,2.0
2021 - 2025,2024 - 2025,2021,B.Tech. Artificial Intelligence and Data Science,7,GE3791,Human Values and Ethics,2.0
2021 - 2025,2024 - 2025,2021,B.Tech. Artificial Intelligence and Data Science,7,GE3751,Principles of Management,3.0
2021 - 2025,2024 - 2025,2021,B.Tech. Artificial Intelligence and Data Science,7,OIE352,Resource Management Techniques,3.0
2021 - 2025,2024 - 2025,2021,B.Tech. Artificial Intelligence and Data Science,7,OIM353,Production Planning and Control,3.0
2021 - 2025,2024 - 2025,2021,B.Tech. Artificial Intelligence and Data Science,7,NM1042*,CISCO certified network associate II,0.0
2021 - 2025,2024 - 2025,2021,B.Tech. Artificial Intelligence and Data Science,8,AD3811,Project Work / Internship,10.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,1,IP3151,Induction Programme,0.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,1,HS3151,Professional English - I,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,1,MA3151,Matrices and Calculus,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,1,PH3151,Engineering Physics,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,1,CY3151,Engineering Chemistry,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,1,GE3151,Problem Solving and Python Programming,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,1,GE3171,Problem Solving and Python Programming Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,1,BS3171,Physics and Chemistry Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,2,HS3251,Professional English - II,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,2,MA3251,Statistics and Numerical Methods,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,2,PH3256,Physics for Information Science,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,2,BE3251,Basic Electrical and Electronics Engineering,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,2,GE3251,Engineering Graphics,4.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,2,CS3251,Programming in C,3.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,2,GE3271,Engineering Practices Laboratory,2.0
2021 - 2025,2021 - 2022,2021,B.Tech. Information Technology,2,CS3271,Programming in C Laboratory,2.0
2021 - 2025,2022 - 2023,2021,B.Tech. Information Technology,3,MA3354,Discrete Mathematics,4.0
2021 - 2025,2022 - 2023,2021,B.Tech. Information Technology,3,CS3351,Digital Principles and Computer Organization,4.0
2021 - 2025,2022 - 2023,2021,B.Tech. Information Technology,3,CS3352,Foundations of Data Science,3.0
2021 - 2025,2022 - 2023,2021,B.Tech. Information Technology,3,CD3291,Data Structures and Algorithms,3.0
2021 - 2025,2022 - 2023,2021,B.Tech. Information Technology,3,CS3391,Object Oriented Programming,3.0
2021 - 2025,2022 - 2023,2021,B.Tech. Information Technology,3,CD3281,Data Structures and Algorithms Laboratory,2.0
